dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1/05/1947,14.83,0.179,New South Wales,Australia
1/06/1947,10.504,0.253,New South Wales,Australia
1/07/1947,9.358,0.189,New South Wales,Australia
1/08/1947,10.354,0.184,New South Wales,Australia
1/09/1947,13.697,0.108,New South Wales,Australia
1/10/1947,16.394,0.075,New South Wales,Australia
1/11/1947,18.951,0.198,New South Wales,Australia
1/12/1947,22.246,0.144,New South Wales,Australia
1/01/1948,22.493,0.241,New South Wales,Australia
1/02/1948,25.182,0.134,New South Wales,Australia
1/03/1948,20.036,0.137,New South Wales,Australia
1/04/1948,16.545,0.109,New South Wales,Australia
1/05/1948,11.992,0.21,New South Wales,Australia
1/06/1948,10.195,0.116,New South Wales,Australia
1/07/1948,8.483,0.21,New South Wales,Australia
1/08/1948,11.307,0.229,New South Wales,Australia
1/09/1948,14.319,0.195,New South Wales,Australia
1/10/1948,16.784,0.2,New South Wales,Australia
1/11/1948,20.419,0.084,New South Wales,Australia
1/12/1948,23.766,0.208,New South Wales,Australia
1/01/1949,23.25,0.259,New South Wales,Australia
1/02/1949,23.126,0.18,New South Wales,Australia
1/03/1949,21.557,0.144,New South Wales,Australia
1/04/1949,15.714,0.144,New South Wales,Australia
1/05/1949,12.488,0.126,New South Wales,Australia
1/06/1949,8.514,0.256,New South Wales,Australia
1/07/1949,9.359,0.188,New South Wales,Australia
1/08/1949,11.042,0.251,New South Wales,Australia
1/09/1949,13.757,0.17,New South Wales,Australia
1/10/1949,17.718,0.128,New South Wales,Australia
1/11/1949,19.627,0.182,New South Wales,Australia
1/12/1949,23.116,0.343,New South Wales,Australia
1/01/1950,24.39,0.209,New South Wales,Australia
1/02/1950,23.078,0.193,New South Wales,Australia
1/03/1950,21.338,0.185,New South Wales,Australia
1/04/1950,16.994,0.227,New South Wales,Australia
1/05/1950,13.725,0.16,New South Wales,Australia
1/06/1950,10.585,0.171,New South Wales,Australia
1/07/1950,10.972,0.2,New South Wales,Australia
1/08/1950,11.045,0.263,New South Wales,Australia
1/09/1950,14.887,0.171,New South Wales,Australia
1/10/1950,16.59,0.121,New South Wales,Australia
1/11/1950,19.503,0.303,New South Wales,Australia
1/12/1950,23.605,0.156,New South Wales,Australia
1/01/1951,24.212,0.262,New South Wales,Australia
1/02/1951,24.425,0.199,New South Wales,Australia
1/03/1951,23.28,0.115,New South Wales,Australia
1/04/1951,15.124,0.181,New South Wales,Australia
1/05/1951,12.859,0.25,New South Wales,Australia
1/06/1951,11.448,0.424,New South Wales,Australia
1/07/1951,9.489,0.282,New South Wales,Australia
1/08/1951,9.59,0.195,New South Wales,Australia
1/09/1951,14.935,0.294,New South Wales,Australia
1/10/1951,16.758,0.135,New South Wales,Australia
1/11/1951,20.091,0.292,New South Wales,Australia
1/12/1951,23.267,0.17,New South Wales,Australia
1/01/1952,26.491,0.178,New South Wales,Australia
1/02/1952,23.938,0.112,New South Wales,Australia
1/03/1952,21.912,0.159,New South Wales,Australia
1/04/1952,16.186,0.131,New South Wales,Australia
1/05/1952,12.635,0.144,New South Wales,Australia
1/06/1952,10.335,0.114,New South Wales,Australia
1/07/1952,8.904,0.133,New South Wales,Australia
1/08/1952,11.109,0.145,New South Wales,Australia
1/09/1952,13.704,0.095,New South Wales,Australia
1/10/1952,16.778,0.115,New South Wales,Australia
1/11/1952,18.821,0.166,New South Wales,Australia
1/12/1952,23.05,0.191,New South Wales,Australia
1/01/1953,23.857,0.16,New South Wales,Australia
1/02/1953,22.665,0.154,New South Wales,Australia
1/03/1953,22.497,0.125,New South Wales,Australia
1/04/1953,18.283,0.171,New South Wales,Australia
1/05/1953,13.078,0.144,New South Wales,Australia
1/06/1953,10.016,0.132,New South Wales,Australia
1/07/1953,9.449,0.133,New South Wales,Australia
1/08/1953,10.125,0.159,New South Wales,Australia
1/09/1953,14.005,0.162,New South Wales,Australia
1/10/1953,16.682,0.157,New South Wales,Australia
1/11/1953,20.143,0.217,New South Wales,Australia
1/12/1953,24.301,0.195,New South Wales,Australia
1/01/1954,24.083,0.196,New South Wales,Australia
1/02/1954,22.367,0.214,New South Wales,Australia
1/03/1954,20.799,0.224,New South Wales,Australia
1/04/1954,18.583,0.191,New South Wales,Australia
1/05/1954,12.832,0.124,New South Wales,Australia
1/06/1954,10.415,0.227,New South Wales,Australia
1/07/1954,10.069,0.152,New South Wales,Australia
1/08/1954,11.764,0.144,New South Wales,Australia
1/09/1954,13.781,0.185,New South Wales,Australia
1/10/1954,17.318,0.195,New South Wales,Australia
1/11/1954,20.461,0.211,New South Wales,Australia
1/12/1954,23.111,0.192,New South Wales,Australia
1/01/1955,24.55,0.165,New South Wales,Australia
1/02/1955,24.265,0.196,New South Wales,Australia
1/03/1955,22.876,0.121,New South Wales,Australia
1/04/1955,17.908,0.12,New South Wales,Australia
1/05/1955,12.412,0.208,New South Wales,Australia
1/06/1955,10.807,0.212,New South Wales,Australia
1/07/1955,8.76,0.127,New South Wales,Australia
1/08/1955,11.25,0.217,New South Wales,Australia
1/09/1955,14.538,0.137,New South Wales,Australia
1/10/1955,17.341,0.158,New South Wales,Australia
1/11/1955,19.281,0.25,New South Wales,Australia
1/12/1955,21.302,0.175,New South Wales,Australia
1/01/1956,23.249,0.19,New South Wales,Australia
1/02/1956,24.072,0.197,New South Wales,Australia
1/03/1956,21.998,0.176,New South Wales,Australia
1/04/1956,16.658,0.208,New South Wales,Australia
1/05/1956,12.62,0.264,New South Wales,Australia
1/06/1956,9.66,0.146,New South Wales,Australia
1/07/1956,9.568,0.187,New South Wales,Australia
1/08/1956,9.609,0.205,New South Wales,Australia
1/09/1956,12.464,0.207,New South Wales,Australia
1/10/1956,15.072,0.223,New South Wales,Australia
1/11/1956,18.144,0.33,New South Wales,Australia
1/12/1956,22.18,0.305,New South Wales,Australia
1/01/1957,24.875,0.278,New South Wales,Australia
1/02/1957,23.881,0.234,New South Wales,Australia
1/03/1957,20.92,0.273,New South Wales,Australia
1/04/1957,17.65,0.38,New South Wales,Australia
1/05/1957,12.587,0.219,New South Wales,Australia
1/06/1957,12.693,0.547,New South Wales,Australia
1/07/1957,8.177,0.488,New South Wales,Australia
1/08/1957,11.082,0.767,New South Wales,Australia
1/09/1957,13.549,0.575,New South Wales,Australia
1/10/1957,17.774,0.508,New South Wales,Australia
1/11/1957,21.386,0.341,New South Wales,Australia
1/12/1957,25.264,0.286,New South Wales,Australia
1/01/1958,24.365,0.36,New South Wales,Australia
1/02/1958,24.05,0.368,New South Wales,Australia
1/03/1958,21.916,0.234,New South Wales,Australia
1/04/1958,18.568,0.338,New South Wales,Australia
1/05/1958,15.428,0.276,New South Wales,Australia
1/06/1958,10.559,0.339,New South Wales,Australia
1/07/1958,9.495,0.42,New South Wales,Australia
1/08/1958,11.606,0.347,New South Wales,Australia
1/09/1958,12.358,0.187,New South Wales,Australia
1/10/1958,16.611,0.172,New South Wales,Australia
1/11/1958,21.717,0.238,New South Wales,Australia
1/12/1958,22.434,0.25,New South Wales,Australia
1/01/1959,25.19,0.239,New South Wales,Australia
1/02/1959,24.307,0.175,New South Wales,Australia
1/03/1959,21.943,0.331,New South Wales,Australia
1/04/1959,17.703,0.287,New South Wales,Australia
1/05/1959,12.813,0.097,New South Wales,Australia
1/06/1959,10.838,0.143,New South Wales,Australia
1/07/1959,9.78,0.239,New South Wales,Australia
1/08/1959,11.908,0.158,New South Wales,Australia
1/09/1959,14.242,0.258,New South Wales,Australia
1/10/1959,16.33,0.192,New South Wales,Australia
1/11/1959,23.227,0.243,New South Wales,Australia
1/12/1959,22.01,0.25,New South Wales,Australia
1/01/1960,26.491,0.282,New South Wales,Australia
1/02/1960,24.12,0.26,New South Wales,Australia
1/03/1960,22.036,0.108,New South Wales,Australia
1/04/1960,17.493,0.191,New South Wales,Australia
1/05/1960,11.772,0.264,New South Wales,Australia
1/06/1960,9.176,0.268,New South Wales,Australia
1/07/1960,9.993,0.189,New South Wales,Australia
1/08/1960,9.768,0.331,New South Wales,Australia
1/09/1960,13.616,0.119,New South Wales,Australia
1/10/1960,17.411,0.267,New South Wales,Australia
1/11/1960,18.701,0.208,New South Wales,Australia
1/12/1960,22.993,0.191,New South Wales,Australia
1/01/1961,24.665,0.204,New South Wales,Australia
1/02/1961,24.191,0.127,New South Wales,Australia
1/03/1961,21.537,0.189,New South Wales,Australia
1/04/1961,17.969,0.258,New South Wales,Australia
1/05/1961,12.494,0.34,New South Wales,Australia
1/06/1961,10.685,0.372,New South Wales,Australia
1/07/1961,9.162,0.207,New South Wales,Australia
1/08/1961,10.652,0.16,New South Wales,Australia
1/09/1961,14.528,0.169,New South Wales,Australia
1/10/1961,19.41,0.276,New South Wales,Australia
1/11/1961,21.255,0.232,New South Wales,Australia
1/12/1961,23.119,0.183,New South Wales,Australia
1/01/1962,23.736,0.179,New South Wales,Australia
1/02/1962,23.651,0.198,New South Wales,Australia
1/03/1962,21.512,0.194,New South Wales,Australia
1/04/1962,16.983,0.258,New South Wales,Australia
1/05/1962,11.973,0.171,New South Wales,Australia
1/06/1962,11.484,0.519,New South Wales,Australia
1/07/1962,10.254,0.213,New South Wales,Australia
1/08/1962,10.696,0.257,New South Wales,Australia
1/09/1962,13.858,0.276,New South Wales,Australia
1/10/1962,16.365,0.354,New South Wales,Australia
1/11/1962,21.397,0.169,New South Wales,Australia
1/12/1962,21.995,0.243,New South Wales,Australia
1/01/1963,23.192,0.274,New South Wales,Australia
1/02/1963,24.164,0.181,New South Wales,Australia
1/03/1963,22.408,0.217,New South Wales,Australia
1/04/1963,16.973,0.181,New South Wales,Australia
1/05/1963,14.451,0.278,New South Wales,Australia
1/06/1963,10.349,0.243,New South Wales,Australia
1/07/1963,8.918,0.294,New South Wales,Australia
1/08/1963,11.004,0.111,New South Wales,Australia
1/09/1963,13.94,0.226,New South Wales,Australia
1/10/1963,17.862,0.147,New South Wales,Australia
1/11/1963,19.966,0.287,New South Wales,Australia
1/12/1963,23.473,0.194,New South Wales,Australia
1/01/1964,24.039,0.151,New South Wales,Australia
1/02/1964,23.137,0.198,New South Wales,Australia
1/03/1964,21.92,0.14,New South Wales,Australia
1/04/1964,17.69,0.217,New South Wales,Australia
1/05/1964,12.551,0.264,New South Wales,Australia
1/06/1964,10.509,0.352,New South Wales,Australia
1/07/1964,9.731,0.169,New South Wales,Australia
1/08/1964,10.926,0.246,New South Wales,Australia
1/09/1964,14.343,0.144,New South Wales,Australia
1/10/1964,15.326,0.223,New South Wales,Australia
1/11/1964,20.659,0.12,New South Wales,Australia
1/12/1964,21.133,0.197,New South Wales,Australia
1/01/1965,23.595,0.213,New South Wales,Australia
1/02/1965,25.484,0.154,New South Wales,Australia
1/03/1965,22.236,0.363,New South Wales,Australia
1/04/1965,16.242,0.11,New South Wales,Australia
1/05/1965,13.399,0.347,New South Wales,Australia
1/06/1965,10.027,0.428,New South Wales,Australia
1/07/1965,8.828,0.244,New South Wales,Australia
1/08/1965,11.685,0.184,New South Wales,Australia
1/09/1965,16.252,0.16,New South Wales,Australia
1/10/1965,19.312,0.241,New South Wales,Australia
1/11/1965,20.523,0.275,New South Wales,Australia
1/12/1965,24.302,0.279,New South Wales,Australia
1/01/1966,24.921,0.262,New South Wales,Australia
1/02/1966,23.921,0.142,New South Wales,Australia
1/03/1966,21.444,0.201,New South Wales,Australia
1/04/1966,17.465,0.151,New South Wales,Australia
1/05/1966,12.339,0.21,New South Wales,Australia
1/06/1966,10.049,0.18,New South Wales,Australia
1/07/1966,8.647,0.258,New South Wales,Australia
1/08/1966,10.414,0.245,New South Wales,Australia
1/09/1966,13.551,0.236,New South Wales,Australia
1/10/1966,16.508,0.227,New South Wales,Australia
1/11/1966,20.344,0.2,New South Wales,Australia
1/12/1966,22.531,0.182,New South Wales,Australia
1/01/1967,24.862,0.228,New South Wales,Australia
1/02/1967,24.964,0.217,New South Wales,Australia
1/03/1967,20.363,0.228,New South Wales,Australia
1/04/1967,18.182,0.136,New South Wales,Australia
1/05/1967,13.757,0.256,New South Wales,Australia
1/06/1967,12.465,0.254,New South Wales,Australia
1/07/1967,9.486,0.399,New South Wales,Australia
1/08/1967,10.281,0.285,New South Wales,Australia
1/09/1967,13.894,0.263,New South Wales,Australia
1/10/1967,19.39,0.107,New South Wales,Australia
1/11/1967,21.052,0.101,New South Wales,Australia
1/12/1967,22.075,0.132,New South Wales,Australia
1/01/1968,25.177,0.181,New South Wales,Australia
1/02/1968,25.822,0.156,New South Wales,Australia
1/03/1968,23.259,0.13,New South Wales,Australia
1/04/1968,19.204,0.181,New South Wales,Australia
1/05/1968,12.221,0.093,New South Wales,Australia
1/06/1968,9.752,0.313,New South Wales,Australia
1/07/1968,8.456,0.282,New South Wales,Australia
1/08/1968,10.524,0.181,New South Wales,Australia
1/09/1968,13.193,0.15,New South Wales,Australia
1/10/1968,17.356,0.211,New South Wales,Australia
1/11/1968,20.649,0.124,New South Wales,Australia
1/12/1968,22.301,0.178,New South Wales,Australia
1/01/1969,26.565,0.187,New South Wales,Australia
1/02/1969,25.278,0.168,New South Wales,Australia
1/03/1969,21.869,0.173,New South Wales,Australia
1/04/1969,17.212,0.257,New South Wales,Australia
1/05/1969,12.723,0.164,New South Wales,Australia
1/06/1969,10.023,0.242,New South Wales,Australia
1/07/1969,10.526,0.161,New South Wales,Australia
1/08/1969,12.082,0.257,New South Wales,Australia
1/09/1969,11.503,0.145,New South Wales,Australia
1/10/1969,18.035,0.119,New South Wales,Australia
1/11/1969,19.617,0.107,New South Wales,Australia
1/12/1969,22.265,0.078,New South Wales,Australia
1/01/1970,23.639,0.134,New South Wales,Australia
1/02/1970,25.027,0.104,New South Wales,Australia
1/03/1970,20.518,0.229,New South Wales,Australia
1/04/1970,17.657,0.234,New South Wales,Australia
1/05/1970,11.899,0.225,New South Wales,Australia
1/06/1970,10.772,0.209,New South Wales,Australia
1/07/1970,9.136,0.129,New South Wales,Australia
1/08/1970,10.371,0.162,New South Wales,Australia
1/09/1970,12.423,0.151,New South Wales,Australia
1/10/1970,17.55,0.146,New South Wales,Australia
1/11/1970,19.838,0.142,New South Wales,Australia
1/12/1970,22.972,0.128,New South Wales,Australia
1/01/1971,24.409,0.107,New South Wales,Australia
1/02/1971,23.869,0.153,New South Wales,Australia
1/03/1971,22.666,0.082,New South Wales,Australia
1/04/1971,17.704,0.19,New South Wales,Australia
1/05/1971,12.974,0.161,New South Wales,Australia
1/06/1971,9.726,0.149,New South Wales,Australia
1/07/1971,8.706,0.155,New South Wales,Australia
1/08/1971,10.775,0.197,New South Wales,Australia
1/09/1971,13.968,0.18,New South Wales,Australia
1/10/1971,17.155,0.158,New South Wales,Australia
1/11/1971,18.913,0.12,New South Wales,Australia
1/12/1971,22.854,0.156,New South Wales,Australia
1/01/1972,22.838,0.239,New South Wales,Australia
1/02/1972,22.959,0.109,New South Wales,Australia
1/03/1972,21.256,0.133,New South Wales,Australia
1/04/1972,16.889,0.247,New South Wales,Australia
1/05/1972,13.885,0.101,New South Wales,Australia
1/06/1972,10.742,0.266,New South Wales,Australia
1/07/1972,9.466,0.216,New South Wales,Australia
1/08/1972,12.192,0.245,New South Wales,Australia
1/09/1972,15.508,0.182,New South Wales,Australia
1/10/1972,18.008,0.237,New South Wales,Australia
1/11/1972,20.902,0.103,New South Wales,Australia
1/12/1972,25.081,0.227,New South Wales,Australia
1/01/1973,26.816,0.266,New South Wales,Australia
1/02/1973,24.384,0.185,New South Wales,Australia
1/03/1973,21.927,0.264,New South Wales,Australia
1/04/1973,18.647,0.17,New South Wales,Australia
1/05/1973,14.287,0.327,New South Wales,Australia
1/06/1973,10.963,0.093,New South Wales,Australia
1/07/1973,11.553,0.215,New South Wales,Australia
1/08/1973,11.616,0.275,New South Wales,Australia
1/09/1973,14.933,0.14,New South Wales,Australia
1/10/1973,18.058,0.236,New South Wales,Australia
1/11/1973,20.296,0.115,New South Wales,Australia
1/12/1973,23.362,0.193,New South Wales,Australia
1/01/1974,23.949,0.184,New South Wales,Australia
1/02/1974,23.395,0.212,New South Wales,Australia
1/03/1974,22.805,0.184,New South Wales,Australia
1/04/1974,18.186,0.119,New South Wales,Australia
1/05/1974,14.099,0.225,New South Wales,Australia
1/06/1974,10.389,0.145,New South Wales,Australia
1/07/1974,9.952,0.146,New South Wales,Australia
1/08/1974,10.7,0.254,New South Wales,Australia
1/09/1974,12.381,0.243,New South Wales,Australia
1/10/1974,16.307,0.102,New South Wales,Australia
1/11/1974,18.728,0.315,New South Wales,Australia
1/12/1974,22.682,0.267,New South Wales,Australia
1/01/1975,23.732,0.141,New South Wales,Australia
1/02/1975,24.143,0.251,New South Wales,Australia
1/03/1975,21.025,0.087,New South Wales,Australia
1/04/1975,17.049,0.122,New South Wales,Australia
1/05/1975,14.365,0.215,New South Wales,Australia
1/06/1975,10.697,0.22,New South Wales,Australia
1/07/1975,11.438,0.306,New South Wales,Australia
1/08/1975,11.301,0.415,New South Wales,Australia
1/09/1975,15.114,0.257,New South Wales,Australia
1/10/1975,16.35,0.23,New South Wales,Australia
1/11/1975,21.389,0.098,New South Wales,Australia
1/12/1975,24.319,0.158,New South Wales,Australia
1/01/1976,23.213,0.232,New South Wales,Australia
1/02/1976,23.558,0.124,New South Wales,Australia
1/03/1976,21.714,0.146,New South Wales,Australia
1/04/1976,16.9,0.159,New South Wales,Australia
1/05/1976,13.244,0.435,New South Wales,Australia
1/06/1976,10.732,0.219,New South Wales,Australia
1/07/1976,9.725,0.311,New South Wales,Australia
1/08/1976,10.729,0.196,New South Wales,Australia
1/09/1976,13.123,0.312,New South Wales,Australia
1/10/1976,15.383,0.291,New South Wales,Australia
1/11/1976,19.591,0.12,New South Wales,Australia
1/12/1976,23.433,0.18,New South Wales,Australia
1/01/1977,24.774,0.162,New South Wales,Australia
1/02/1977,25.381,0.173,New South Wales,Australia
1/03/1977,21.528,0.166,New South Wales,Australia
1/04/1977,16.874,0.186,New South Wales,Australia
1/05/1977,13.554,0.202,New South Wales,Australia
1/06/1977,9.997,0.167,New South Wales,Australia
1/07/1977,8.937,0.232,New South Wales,Australia
1/08/1977,12.453,0.242,New South Wales,Australia
1/09/1977,13.627,0.208,New South Wales,Australia
1/10/1977,18.969,0.146,New South Wales,Australia
1/11/1977,21.791,0.162,New South Wales,Australia
