dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1/11/1900,22.898,0.648,New South Wales,Australia
1/12/1900,24.497,0.674,New South Wales,Australia
1/01/1901,23.843,0.438,New South Wales,Australia
1/02/1901,25.935,0.672,New South Wales,Australia
1/03/1901,21.989,0.466,New South Wales,Australia
1/04/1901,16.751,0.617,New South Wales,Australia
1/05/1901,13.422,0.421,New South Wales,Australia
1/06/1901,8.318,0.451,New South Wales,Australia
1/07/1901,7.97,0.414,New South Wales,Australia
1/08/1901,10.369,0.386,New South Wales,Australia
1/09/1901,15.561,0.507,New South Wales,Australia
1/10/1901,17.143,0.377,New South Wales,Australia
1/11/1901,23.451,0.372,New South Wales,Australia
1/12/1901,24.889,0.597,New South Wales,Australia
1/01/1902,25.266,0.804,New South Wales,Australia
1/02/1902,24.875,0.626,New South Wales,Australia
1/03/1902,21.56,0.148,New South Wales,Australia
1/04/1902,17.225,0.242,New South Wales,Australia
1/05/1902,12.888,0.418,New South Wales,Australia
1/06/1902,9.893,0.381,New South Wales,Australia
1/07/1902,9.342,0.306,New South Wales,Australia
1/08/1902,9.943,0.42,New South Wales,Australia
1/09/1902,14.139,0.4,New South Wales,Australia
1/10/1902,18.44,0.291,New South Wales,Australia
1/11/1902,23.497,0.247,New South Wales,Australia
1/12/1902,23.33,0.592,New South Wales,Australia
1/01/1903,24.971,0.72,New South Wales,Australia
1/02/1903,24.466,0.596,New South Wales,Australia
1/03/1903,23.724,0.578,New South Wales,Australia
1/04/1903,17.622,0.327,New South Wales,Australia
1/05/1903,12.402,0.171,New South Wales,Australia
1/06/1903,9.061,0.477,New South Wales,Australia
1/07/1903,8.815,0.446,New South Wales,Australia
1/08/1903,10.306,0.439,New South Wales,Australia
1/09/1903,13.577,0.556,New South Wales,Australia
1/10/1903,16.823,0.444,New South Wales,Australia
1/11/1903,20.311,0.369,New South Wales,Australia
1/12/1903,22.089,0.481,New South Wales,Australia
1/01/1904,23.486,0.67,New South Wales,Australia
1/02/1904,23.026,0.409,New South Wales,Australia
1/03/1904,20.243,0.219,New South Wales,Australia
1/04/1904,17.563,0.255,New South Wales,Australia
1/05/1904,13.536,0.264,New South Wales,Australia
1/06/1904,8.67,0.355,New South Wales,Australia
1/07/1904,8.964,0.44,New South Wales,Australia
1/08/1904,10.394,0.483,New South Wales,Australia
1/09/1904,12.441,0.274,New South Wales,Australia
1/10/1904,17.701,0.203,New South Wales,Australia
1/11/1904,21.372,0.428,New South Wales,Australia
1/12/1904,24.46,0.313,New South Wales,Australia
1/01/1905,26.178,0.635,New South Wales,Australia
1/02/1905,23.479,0.544,New South Wales,Australia
1/03/1905,21.986,0.335,New South Wales,Australia
1/04/1905,17.53,0.214,New South Wales,Australia
1/05/1905,13.319,0.442,New South Wales,Australia
1/06/1905,9.734,0.552,New South Wales,Australia
1/07/1905,8.176,0.378,New South Wales,Australia
1/08/1905,9.902,0.257,New South Wales,Australia
1/09/1905,11.087,0.363,New South Wales,Australia
1/10/1905,14.134,0.402,New South Wales,Australia
1/11/1905,20.553,0.413,New South Wales,Australia
1/12/1905,23.533,0.397,New South Wales,Australia
1/01/1906,26.812,0.407,New South Wales,Australia
1/02/1906,26.07,0.418,New South Wales,Australia
1/03/1906,19.811,0.234,New South Wales,Australia
1/04/1906,18,0.386,New South Wales,Australia
1/05/1906,13.749,0.504,New South Wales,Australia
1/06/1906,11.174,0.429,New South Wales,Australia
1/07/1906,9.359,0.4,New South Wales,Australia
1/08/1906,10.671,0.331,New South Wales,Australia
1/09/1906,13.576,0.322,New South Wales,Australia
1/10/1906,16.867,0.382,New South Wales,Australia
1/11/1906,18.443,0.264,New South Wales,Australia
1/12/1906,23.09,0.484,New South Wales,Australia
1/01/1907,23.866,0.306,New South Wales,Australia
1/02/1907,23.703,0.394,New South Wales,Australia
1/03/1907,20.194,0.134,New South Wales,Australia
1/04/1907,16.001,0.164,New South Wales,Australia
1/05/1907,13.172,0.266,New South Wales,Australia
1/06/1907,10.341,0.251,New South Wales,Australia
1/07/1907,8.759,0.168,New South Wales,Australia
1/08/1907,10.912,0.198,New South Wales,Australia
1/09/1907,14.682,0.28,New South Wales,Australia
1/10/1907,17.987,0.278,New South Wales,Australia
1/11/1907,20.69,0.293,New South Wales,Australia
1/12/1907,23.577,0.325,New South Wales,Australia
1/01/1908,26.739,0.529,New South Wales,Australia
1/02/1908,23.614,0.485,New South Wales,Australia
1/03/1908,20.88,0.3,New South Wales,Australia
1/04/1908,17.164,0.234,New South Wales,Australia
1/05/1908,12.856,0.204,New South Wales,Australia
1/06/1908,7.843,0.345,New South Wales,Australia
1/07/1908,8.413,0.189,New South Wales,Australia
1/08/1908,10.07,0.296,New South Wales,Australia
1/09/1908,12.585,0.356,New South Wales,Australia
1/10/1908,16.806,0.208,New South Wales,Australia
1/11/1908,22.814,0.308,New South Wales,Australia
1/12/1908,24.156,0.529,New South Wales,Australia
1/01/1909,24.032,0.437,New South Wales,Australia
1/02/1909,22.629,0.329,New South Wales,Australia
1/03/1909,21.327,0.16,New South Wales,Australia
1/04/1909,15.307,0.38,New South Wales,Australia
1/05/1909,12.21,0.304,New South Wales,Australia
1/06/1909,10.402,0.193,New South Wales,Australia
1/07/1909,7.992,0.247,New South Wales,Australia
1/08/1909,10.605,0.268,New South Wales,Australia
1/09/1909,12.785,0.209,New South Wales,Australia
1/10/1909,17.78,0.393,New South Wales,Australia
1/11/1909,20.857,0.303,New South Wales,Australia
1/12/1909,21.351,0.401,New South Wales,Australia
1/01/1910,24.115,0.499,New South Wales,Australia
1/02/1910,24.186,0.325,New South Wales,Australia
1/03/1910,20.761,0.233,New South Wales,Australia
1/04/1910,17.85,0.323,New South Wales,Australia
1/05/1910,13.795,0.231,New South Wales,Australia
1/06/1910,10.932,0.163,New South Wales,Australia
1/07/1910,9.254,0.189,New South Wales,Australia
1/08/1910,11.651,0.167,New South Wales,Australia
1/09/1910,15.065,0.213,New South Wales,Australia
1/10/1910,15.814,0.276,New South Wales,Australia
1/11/1910,19.763,0.304,New South Wales,Australia
1/12/1910,21.838,0.372,New South Wales,Australia
1/01/1911,22.957,0.341,New South Wales,Australia
1/02/1911,21.986,0.418,New South Wales,Australia
1/03/1911,20.112,0.365,New South Wales,Australia
1/04/1911,15.751,0.201,New South Wales,Australia
1/05/1911,13.359,0.243,New South Wales,Australia
1/06/1911,8.694,0.242,New South Wales,Australia
1/07/1911,9.363,0.357,New South Wales,Australia
1/08/1911,11.553,0.34,New South Wales,Australia
1/09/1911,14.817,0.331,New South Wales,Australia
1/10/1911,16.959,0.195,New South Wales,Australia
1/11/1911,22.192,0.364,New South Wales,Australia
1/12/1911,22.985,0.451,New South Wales,Australia
1/01/1912,24.607,0.515,New South Wales,Australia
1/02/1912,26.073,0.407,New South Wales,Australia
1/03/1912,22.381,0.381,New South Wales,Australia
1/04/1912,16.417,0.231,New South Wales,Australia
1/05/1912,12.508,0.253,New South Wales,Australia
1/06/1912,10.334,0.277,New South Wales,Australia
1/07/1912,9.222,0.203,New South Wales,Australia
1/08/1912,11.529,0.232,New South Wales,Australia
1/09/1912,13.643,0.339,New South Wales,Australia
1/10/1912,17.226,0.354,New South Wales,Australia
1/11/1912,20.593,0.239,New South Wales,Australia
1/12/1912,23.487,0.103,New South Wales,Australia
1/01/1913,24.915,0.283,New South Wales,Australia
1/02/1913,24.652,0.255,New South Wales,Australia
1/03/1913,20.274,0.246,New South Wales,Australia
1/04/1913,17.851,0.219,New South Wales,Australia
1/05/1913,11.628,0.209,New South Wales,Australia
1/06/1913,9.035,0.172,New South Wales,Australia
1/07/1913,9.511,0.255,New South Wales,Australia
1/08/1913,10.586,0.352,New South Wales,Australia
1/09/1913,13.366,0.308,New South Wales,Australia
1/10/1913,18.658,0.365,New South Wales,Australia
1/11/1913,19.862,0.303,New South Wales,Australia
1/12/1913,24.576,0.293,New South Wales,Australia
1/01/1914,25.814,0.467,New South Wales,Australia
1/02/1914,25.854,0.241,New South Wales,Australia
1/03/1914,22.402,0.187,New South Wales,Australia
1/04/1914,18.003,0.224,New South Wales,Australia
1/05/1914,13.528,0.363,New South Wales,Australia
1/06/1914,10.808,0.17,New South Wales,Australia
1/07/1914,9.015,0.157,New South Wales,Australia
1/08/1914,12.188,0.202,New South Wales,Australia
1/09/1914,14.642,0.279,New South Wales,Australia
1/10/1914,19.37,0.21,New South Wales,Australia
1/11/1914,24.727,0.2,New South Wales,Australia
1/12/1914,25.029,0.346,New South Wales,Australia
1/01/1915,24.461,0.272,New South Wales,Australia
1/02/1915,26.582,0.357,New South Wales,Australia
1/03/1915,22.672,0.492,New South Wales,Australia
1/04/1915,17.519,0.223,New South Wales,Australia
1/05/1915,12.432,0.319,New South Wales,Australia
1/06/1915,10.76,0.147,New South Wales,Australia
1/07/1915,10.495,0.247,New South Wales,Australia
1/08/1915,11.064,0.235,New South Wales,Australia
1/09/1915,15.104,0.198,New South Wales,Australia
1/10/1915,16.773,0.173,New South Wales,Australia
1/11/1915,20.826,0.362,New South Wales,Australia
1/12/1915,23.207,0.282,New South Wales,Australia
1/01/1916,25.906,0.473,New South Wales,Australia
1/02/1916,24.91,0.476,New South Wales,Australia
1/03/1916,21.804,0.476,New South Wales,Australia
1/04/1916,16.22,0.294,New South Wales,Australia
1/05/1916,13.544,0.261,New South Wales,Australia
1/06/1916,10.513,0.145,New South Wales,Australia
1/07/1916,9.416,0.225,New South Wales,Australia
1/08/1916,10.373,0.281,New South Wales,Australia
1/09/1916,14.419,0.304,New South Wales,Australia
1/10/1916,15.699,0.345,New South Wales,Australia
1/11/1916,17.305,0.234,New South Wales,Australia
1/12/1916,22.239,0.415,New South Wales,Australia
1/01/1917,24.614,0.476,New South Wales,Australia
1/02/1917,21.629,0.371,New South Wales,Australia
1/03/1917,21.065,0.241,New South Wales,Australia
1/04/1917,15.53,0.25,New South Wales,Australia
1/05/1917,11.877,0.197,New South Wales,Australia
1/06/1917,9.818,0.195,New South Wales,Australia
1/07/1917,9.485,0.431,New South Wales,Australia
1/08/1917,10.55,0.315,New South Wales,Australia
1/09/1917,13.883,0.361,New South Wales,Australia
1/10/1917,16.932,0.287,New South Wales,Australia
1/11/1917,18.639,0.356,New South Wales,Australia
1/12/1917,23.279,0.356,New South Wales,Australia
1/01/1918,23.504,0.319,New South Wales,Australia
1/02/1918,23.122,0.328,New South Wales,Australia
1/03/1918,20.658,0.366,New South Wales,Australia
1/04/1918,16.797,0.188,New South Wales,Australia
1/05/1918,13.531,0.32,New South Wales,Australia
1/06/1918,10.055,0.182,New South Wales,Australia
1/07/1918,8.343,0.126,New South Wales,Australia
1/08/1918,11.488,0.286,New South Wales,Australia
1/09/1918,13.911,0.244,New South Wales,Australia
1/10/1918,16.881,0.154,New South Wales,Australia
1/11/1918,21.271,0.259,New South Wales,Australia
1/12/1918,23.864,0.245,New South Wales,Australia
1/01/1919,25.646,0.366,New South Wales,Australia
1/02/1919,25.577,0.353,New South Wales,Australia
1/03/1919,20.793,0.439,New South Wales,Australia
1/04/1919,18.787,0.548,New South Wales,Australia
1/05/1919,14.542,0.329,New South Wales,Australia
1/06/1919,10.978,0.276,New South Wales,Australia
1/07/1919,8.895,0.29,New South Wales,Australia
1/08/1919,10.745,0.263,New South Wales,Australia
1/09/1919,14.986,0.227,New South Wales,Australia
1/10/1919,18.319,0.239,New South Wales,Australia
1/11/1919,23.197,0.185,New South Wales,Australia
1/12/1919,24.995,0.346,New South Wales,Australia
1/01/1920,23.745,0.313,New South Wales,Australia
1/02/1920,24.503,0.326,New South Wales,Australia
1/03/1920,20.408,0.242,New South Wales,Australia
1/04/1920,16.803,0.629,New South Wales,Australia
1/05/1920,12.113,0.349,New South Wales,Australia
1/06/1920,10.479,0.301,New South Wales,Australia
1/07/1920,9.578,0.255,New South Wales,Australia
1/08/1920,10.127,0.228,New South Wales,Australia
1/09/1920,13.392,0.173,New South Wales,Australia
1/10/1920,17.326,0.222,New South Wales,Australia
1/11/1920,21.451,0.449,New South Wales,Australia
1/12/1920,22.846,0.437,New South Wales,Australia
1/01/1921,24.494,0.412,New South Wales,Australia
1/02/1921,24.57,0.306,New South Wales,Australia
1/03/1921,20.779,0.266,New South Wales,Australia
1/04/1921,17.333,0.307,New South Wales,Australia
1/05/1921,14.66,0.183,New South Wales,Australia
1/06/1921,11.194,0.392,New South Wales,Australia
1/07/1921,10.857,0.475,New South Wales,Australia
1/08/1921,9.666,0.225,New South Wales,Australia
1/09/1921,14.644,0.314,New South Wales,Australia
1/10/1921,16.02,0.322,New South Wales,Australia
1/11/1921,22.223,0.283,New South Wales,Australia
1/12/1921,22.788,0.289,New South Wales,Australia
1/01/1922,23.124,0.296,New South Wales,Australia
1/02/1922,24.707,0.288,New South Wales,Australia
1/03/1922,21.275,0.193,New South Wales,Australia
1/04/1922,19.258,0.22,New South Wales,Australia
1/05/1922,13.409,0.271,New South Wales,Australia
1/06/1922,10.19,0.241,New South Wales,Australia
1/07/1922,9.186,0.289,New South Wales,Australia
1/08/1922,10.199,0.278,New South Wales,Australia
1/09/1922,13.983,0.27,New South Wales,Australia
1/10/1922,17.993,0.277,New South Wales,Australia
1/11/1922,21.938,0.352,New South Wales,Australia
1/12/1922,23.535,0.21,New South Wales,Australia
1/01/1923,24.253,0.209,New South Wales,Australia
1/02/1923,26.023,0.204,New South Wales,Australia
1/03/1923,22.998,0.298,New South Wales,Australia
1/04/1923,18.647,0.236,New South Wales,Australia
1/05/1923,14.739,0.15,New South Wales,Australia
1/06/1923,10.805,0.141,New South Wales,Australia
1/07/1923,9.373,0.182,New South Wales,Australia
1/08/1923,10.292,0.247,New South Wales,Australia
1/09/1923,13.65,0.192,New South Wales,Australia
1/10/1923,16.781,0.186,New South Wales,Australia
1/11/1923,18.54,0.268,New South Wales,Australia
1/12/1923,24.716,0.315,New South Wales,Australia
1/01/1924,23.168,0.264,New South Wales,Australia
1/02/1924,22.658,0.207,New South Wales,Australia
1/03/1924,21.285,0.246,New South Wales,Australia
1/04/1924,14.961,0.347,New South Wales,Australia
1/05/1924,12.718,0.319,New South Wales,Australia
1/06/1924,9.391,0.259,New South Wales,Australia
1/07/1924,9.797,0.221,New South Wales,Australia
1/08/1924,11.332,0.246,New South Wales,Australia
1/09/1924,14.332,0.177,New South Wales,Australia
1/10/1924,16.863,0.231,New South Wales,Australia
1/11/1924,19.548,0.264,New South Wales,Australia
1/12/1924,21.045,0.287,New South Wales,Australia
1/01/1925,22.816,0.51,New South Wales,Australia
1/02/1925,23.779,0.325,New South Wales,Australia
1/03/1925,20.871,0.353,New South Wales,Australia
1/04/1925,17.57,0.172,New South Wales,Australia
1/05/1925,13.255,0.259,New South Wales,Australia
1/06/1925,10.679,0.171,New South Wales,Australia
1/07/1925,8.425,0.207,New South Wales,Australia
1/08/1925,9.988,0.161,New South Wales,Australia
1/09/1925,11.864,0.204,New South Wales,Australia
1/10/1925,17.094,0.233,New South Wales,Australia
1/11/1925,20.794,0.203,New South Wales,Australia
1/12/1925,23.567,0.173,New South Wales,Australia
1/01/1926,23.53,0.21,New South Wales,Australia
1/02/1926,26.783,0.13,New South Wales,Australia
1/03/1926,22.405,0.278,New South Wales,Australia
1/04/1926,17.283,0.292,New South Wales,Australia
1/05/1926,11.733,0.29,New South Wales,Australia
1/06/1926,10.04,0.311,New South Wales,Australia
1/07/1926,10.162,0.308,New South Wales,Australia
1/08/1926,11.173,0.279,New South Wales,Australia
1/09/1926,14.319,0.225,New South Wales,Australia
1/10/1926,17.625,0.254,New South Wales,Australia
1/11/1926,20.901,0.141,New South Wales,Australia
1/12/1926,22.074,0.21,New South Wales,Australia
1/01/1927,24.81,0.179,New South Wales,Australia
1/02/1927,23.567,0.266,New South Wales,Australia
1/03/1927,21.33,0.199,New South Wales,Australia
1/04/1927,16.336,0.114,New South Wales,Australia
1/05/1927,11.84,0.17,New South Wales,Australia
1/06/1927,9.371,0.152,New South Wales,Australia
1/07/1927,8.626,0.234,New South Wales,Australia
1/08/1927,10.141,0.229,New South Wales,Australia
1/09/1927,13.793,0.182,New South Wales,Australia
1/10/1927,17.979,0.189,New South Wales,Australia
1/11/1927,21.88,0.318,New South Wales,Australia
1/12/1927,21.985,0.241,New South Wales,Australia
1/01/1928,23.246,0.161,New South Wales,Australia
1/02/1928,23.982,0.273,New South Wales,Australia
1/03/1928,22.222,0.171,New South Wales,Australia
1/04/1928,17.982,0.115,New South Wales,Australia
1/05/1928,12.159,0.336,New South Wales,Australia
1/06/1928,9.605,0.248,New South Wales,Australia
1/07/1928,9.603,0.287,New South Wales,Australia
1/08/1928,12.639,0.247,New South Wales,Australia
1/09/1928,15.757,0.227,New South Wales,Australia
1/10/1928,17.066,0.137,New South Wales,Australia
1/11/1928,21.362,0.238,New South Wales,Australia
1/12/1928,24.168,0.372,New South Wales,Australia
1/01/1929,26.046,0.186,New South Wales,Australia
1/02/1929,25.027,0.307,New South Wales,Australia
1/03/1929,21.466,0.192,New South Wales,Australia
1/04/1929,15.893,0.225,New South Wales,Australia
1/05/1929,12.487,0.298,New South Wales,Australia
1/06/1929,9.458,0.19,New South Wales,Australia
1/07/1929,7.708,0.217,New South Wales,Australia
1/08/1929,10.524,0.211,New South Wales,Australia
1/09/1929,13.409,0.214,New South Wales,Australia
1/10/1929,17.197,0.245,New South Wales,Australia
1/11/1929,19.806,0.289,New South Wales,Australia
1/12/1929,22.169,0.184,New South Wales,Australia
1/01/1930,24.165,0.282,New South Wales,Australia
1/02/1930,25.874,0.244,New South Wales,Australia
1/03/1930,21.984,0.269,New South Wales,Australia
1/04/1930,16.658,0.222,New South Wales,Australia
1/05/1930,13.268,0.156,New South Wales,Australia
1/06/1930,10.632,0.209,New South Wales,Australia
1/07/1930,10.48,0.165,New South Wales,Australia
1/08/1930,10.958,0.125,New South Wales,Australia
1/09/1930,13.136,0.13,New South Wales,Australia
1/10/1930,18.165,0.135,New South Wales,Australia
1/11/1930,20.928,0.218,New South Wales,Australia
1/12/1930,22.69,0.187,New South Wales,Australia
1/01/1931,23.636,0.241,New South Wales,Australia
1/02/1931,24.233,0.27,New South Wales,Australia
1/03/1931,21.152,0.258,New South Wales,Australia
1/04/1931,15.832,0.25,New South Wales,Australia
1/05/1931,13.281,0.215,New South Wales,Australia
1/06/1931,10.242,0.214,New South Wales,Australia
1/07/1931,9.018,0.172,New South Wales,Australia
1/08/1931,10.636,0.235,New South Wales,Australia
1/09/1931,13.802,0.17,New South Wales,Australia
1/10/1931,16.287,0.134,New South Wales,Australia
1/11/1931,19.889,0.174,New South Wales,Australia
1/12/1931,22.567,0.325,New South Wales,Australia
1/01/1932,27.406,0.457,New South Wales,Australia
1/02/1932,23.363,0.291,New South Wales,Australia
1/03/1932,21.53,0.254,New South Wales,Australia
1/04/1932,16.57,0.267,New South Wales,Australia
1/05/1932,13.566,0.152,New South Wales,Australia
1/06/1932,9.273,0.13,New South Wales,Australia
1/07/1932,8.922,0.178,New South Wales,Australia
1/08/1932,11.556,0.221,New South Wales,Australia
1/09/1932,13.861,0.158,New South Wales,Australia
1/10/1932,15.589,0.154,New South Wales,Australia
1/11/1932,20.926,0.207,New South Wales,Australia
1/12/1932,22.779,0.187,New South Wales,Australia
1/01/1933,24.116,0.26,New South Wales,Australia
1/02/1933,23.733,0.267,New South Wales,Australia
1/03/1933,22.848,0.224,New South Wales,Australia
1/04/1933,17.136,0.206,New South Wales,Australia
1/05/1933,13.008,0.252,New South Wales,Australia
1/06/1933,10.663,0.169,New South Wales,Australia
1/07/1933,10.179,0.227,New South Wales,Australia
1/08/1933,9.637,0.147,New South Wales,Australia
1/09/1933,13.636,0.117,New South Wales,Australia
1/10/1933,18.071,0.172,New South Wales,Australia
1/11/1933,19.991,0.251,New South Wales,Australia
1/12/1933,21.731,0.359,New South Wales,Australia
1/01/1934,24.427,0.31,New South Wales,Australia
1/02/1934,23.524,0.435,New South Wales,Australia
1/03/1934,23.161,0.287,New South Wales,Australia
1/04/1934,16.533,0.214,New South Wales,Australia
1/05/1934,13.695,0.152,New South Wales,Australia
1/06/1934,9.542,0.126,New South Wales,Australia
1/07/1934,10.02,0.13,New South Wales,Australia
1/08/1934,11.109,0.148,New South Wales,Australia
1/09/1934,14.438,0.113,New South Wales,Australia
1/10/1934,15.952,0.14,New South Wales,Australia
1/11/1934,20.084,0.178,New South Wales,Australia
1/12/1934,22.054,0.133,New South Wales,Australia
1/01/1935,23.951,0.266,New South Wales,Australia
1/02/1935,23.484,0.336,New South Wales,Australia
1/03/1935,21.309,0.226,New South Wales,Australia
1/04/1935,16.196,0.206,New South Wales,Australia
1/05/1935,11.946,0.183,New South Wales,Australia
1/06/1935,9.42,0.179,New South Wales,Australia
1/07/1935,9.307,0.13,New South Wales,Australia
1/08/1935,11.698,0.179,New South Wales,Australia
1/09/1935,13.535,0.141,New South Wales,Australia
1/10/1935,17.673,0.185,New South Wales,Australia
1/11/1935,20.914,0.217,New South Wales,Australia
1/12/1935,22.926,0.218,New South Wales,Australia
1/01/1936,24.163,0.373,New South Wales,Australia
1/02/1936,23.831,0.197,New South Wales,Australia
1/03/1936,21.058,0.212,New South Wales,Australia
1/04/1936,16.02,0.157,New South Wales,Australia
1/05/1936,13.538,0.289,New South Wales,Australia
1/06/1936,8.774,0.21,New South Wales,Australia
1/07/1936,9.865,0.17,New South Wales,Australia
1/08/1936,11.875,0.164,New South Wales,Australia
1/09/1936,12.925,0.163,New South Wales,Australia
1/10/1936,17.521,0.145,New South Wales,Australia
1/11/1936,20.774,0.166,New South Wales,Australia
1/12/1936,23.037,0.183,New South Wales,Australia
1/01/1937,23.538,0.199,New South Wales,Australia
1/02/1937,23.433,0.206,New South Wales,Australia
1/03/1937,21.322,0.317,New South Wales,Australia
1/04/1937,15.705,0.217,New South Wales,Australia
1/05/1937,12.922,0.213,New South Wales,Australia
1/06/1937,9.485,0.149,New South Wales,Australia
1/07/1937,9.025,0.212,New South Wales,Australia
1/08/1937,12.118,0.191,New South Wales,Australia
1/09/1937,14.776,0.161,New South Wales,Australia
1/10/1937,18.788,0.073,New South Wales,Australia
1/11/1937,21.587,0.264,New South Wales,Australia
1/12/1937,24.377,0.271,New South Wales,Australia
1/01/1938,24.504,0.235,New South Wales,Australia
1/02/1938,23.742,0.221,New South Wales,Australia
1/03/1938,23.357,0.236,New South Wales,Australia
1/04/1938,18.264,0.318,New South Wales,Australia
1/05/1938,15.139,0.167,New South Wales,Australia
1/06/1938,10.049,0.144,New South Wales,Australia
1/07/1938,9.034,0.196,New South Wales,Australia
1/08/1938,10.394,0.184,New South Wales,Australia
1/09/1938,14.202,0.132,New South Wales,Australia
1/10/1938,19.172,0.201,New South Wales,Australia
1/11/1938,22.811,0.26,New South Wales,Australia
1/12/1938,24.729,0.287,New South Wales,Australia
1/01/1939,28.432,0.323,New South Wales,Australia
1/02/1939,25.976,0.408,New South Wales,Australia
1/03/1939,21.504,0.211,New South Wales,Australia
1/04/1939,17.26,0.174,New South Wales,Australia
1/05/1939,14.647,0.133,New South Wales,Australia
1/06/1939,10.28,0.174,New South Wales,Australia
1/07/1939,8.222,0.173,New South Wales,Australia
1/08/1939,10.311,0.169,New South Wales,Australia
1/09/1939,13.055,0.148,New South Wales,Australia
1/10/1939,16.19,0.209,New South Wales,Australia
1/11/1939,19.641,0.164,New South Wales,Australia
1/12/1939,22.471,0.273,New South Wales,Australia
1/01/1940,25.756,0.199,New South Wales,Australia
1/02/1940,24.296,0.262,New South Wales,Australia
1/03/1940,24.06,0.222,New South Wales,Australia
1/04/1940,17.174,0.164,New South Wales,Australia
1/05/1940,12.218,0.18,New South Wales,Australia
1/06/1940,9.915,0.18,New South Wales,Australia
1/07/1940,9.611,0.129,New South Wales,Australia
1/08/1940,11.346,0.181,New South Wales,Australia
1/09/1940,14.703,0.2,New South Wales,Australia
1/10/1940,19.205,0.211,New South Wales,Australia
1/11/1940,20.349,0.17,New South Wales,Australia
1/12/1940,24.703,0.172,New South Wales,Australia
1/01/1941,22.265,0.242,New South Wales,Australia
1/02/1941,23.04,0.205,New South Wales,Australia
1/03/1941,20.081,0.104,New South Wales,Australia
1/04/1941,18.244,0.161,New South Wales,Australia
1/05/1941,12.978,0.139,New South Wales,Australia
1/06/1941,10.261,0.239,New South Wales,Australia
1/07/1941,9.709,0.294,New South Wales,Australia
1/08/1941,10.361,0.273,New South Wales,Australia
1/09/1941,14.532,0.199,New South Wales,Australia
1/10/1941,16.68,0.181,New South Wales,Australia
1/11/1941,22.247,0.302,New South Wales,Australia
1/12/1941,23.634,0.242,New South Wales,Australia
1/01/1942,26.197,0.259,New South Wales,Australia
1/02/1942,23.396,0.167,New South Wales,Australia
1/03/1942,22.176,0.2,New South Wales,Australia
1/04/1942,17.817,0.307,New South Wales,Australia
1/05/1942,14.568,0.223,New South Wales,Australia
1/06/1942,11.367,0.288,New South Wales,Australia
1/07/1942,9.768,0.318,New South Wales,Australia
1/08/1942,11.579,0.236,New South Wales,Australia
1/09/1942,13.97,0.171,New South Wales,Australia
1/10/1942,16.838,0.163,New South Wales,Australia
1/11/1942,20.558,0.207,New South Wales,Australia
1/12/1942,23.39,0.239,New South Wales,Australia
1/01/1943,23.652,0.128,New South Wales,Australia
1/02/1943,24.519,0.252,New South Wales,Australia
1/03/1943,23.578,0.308,New South Wales,Australia
1/04/1943,16.056,0.144,New South Wales,Australia
1/05/1943,12.665,0.195,New South Wales,Australia
1/06/1943,8.833,0.203,New South Wales,Australia
1/07/1943,8.606,0.27,New South Wales,Australia
1/08/1943,9.147,0.246,New South Wales,Australia
1/09/1943,13.551,0.244,New South Wales,Australia
1/10/1943,17.306,0.141,New South Wales,Australia
1/11/1943,19.27,0.168,New South Wales,Australia
1/12/1943,22.915,0.207,New South Wales,Australia
1/01/1944,25.449,0.326,New South Wales,Australia
1/02/1944,23.516,0.201,New South Wales,Australia
1/03/1944,21.558,0.189,New South Wales,Australia
1/04/1944,15.174,0.175,New South Wales,Australia
1/05/1944,11.876,0.239,New South Wales,Australia
1/06/1944,9.607,0.211,New South Wales,Australia
1/07/1944,9.523,0.239,New South Wales,Australia
1/08/1944,10.858,0.208,New South Wales,Australia
1/09/1944,15.007,0.137,New South Wales,Australia
1/10/1944,17.956,0.119,New South Wales,Australia
1/11/1944,22.956,0.225,New South Wales,Australia
1/12/1944,23.62,0.217,New South Wales,Australia
1/01/1945,25.068,0.225,New South Wales,Australia
1/02/1945,23.225,0.161,New South Wales,Australia
1/03/1945,20.517,0.184,New South Wales,Australia
1/04/1945,16.751,0.156,New South Wales,Australia
1/05/1945,13.083,0.29,New South Wales,Australia
1/06/1945,12.106,0.222,New South Wales,Australia
1/07/1945,8.762,0.291,New South Wales,Australia
1/08/1945,11.471,0.266,New South Wales,Australia
1/09/1945,13.496,0.168,New South Wales,Australia
1/10/1945,16.668,0.137,New South Wales,Australia
1/11/1945,20.944,0.124,New South Wales,Australia
1/12/1945,24.541,0.209,New South Wales,Australia
1/01/1946,26.379,0.247,New South Wales,Australia
1/02/1946,24.893,0.19,New South Wales,Australia
1/03/1946,19.62,0.211,New South Wales,Australia
1/04/1946,15.697,0.081,New South Wales,Australia
1/05/1946,13.34,0.118,New South Wales,Australia
1/06/1946,8.818,0.136,New South Wales,Australia
1/07/1946,10.197,0.176,New South Wales,Australia
1/08/1946,11.149,0.213,New South Wales,Australia
1/09/1946,13.693,0.137,New South Wales,Australia
1/10/1946,16.43,0.119,New South Wales,Australia
1/11/1946,22.431,0.187,New South Wales,Australia
1/12/1946,23.709,0.233,New South Wales,Australia
1/01/1947,25.845,0.202,New South Wales,Australia
1/02/1947,24.507,0.175,New South Wales,Australia
1/03/1947,21.47,0.117,New South Wales,Australia
1/04/1947,16.557,0.109,New South Wales,Australia
